episode_index,frame_index,timestamp,task_index,state.L_shoulder_pitch_joint.pos,state.L_shoulder_roll_joint.pos,state.L_shoulder_yaw_joint.pos,state.L_elbow_roll_joint.pos,state.L_elbow_yaw_joint.pos,state.L_wrist_pitch_joint.pos,state.L_wrist_roll_joint.pos,state.R_shoulder_pitch_joint.pos,state.R_shoulder_roll_joint.pos,state.R_shoulder_yaw_joint.pos,state.R_elbow_roll_joint.pos,state.R_elbow_yaw_joint.pos,state.R_wrist_pitch_joint.pos,state.R_wrist_roll_joint.pos,state.L_finger1_joint.pos,state.L_finger2_joint.pos,state.R_finger1_joint.pos,state.R_finger2_joint.pos,state.left_gripper_control,state.right_gripper_control,state.obj0_x,state.obj0_y,state.obj0_z,state.obj0_qx,state.obj0_qy,state.obj0_qz,state.obj0_qw,state.obj1_x,state.obj1_y,state.obj1_z,state.obj1_qx,state.obj1_qy,state.obj1_qz,state.obj1_qw,state.obj2_x,state.obj2_y,state.obj2_z,state.obj2_qx,state.obj2_qy,state.obj2_qz,state.obj2_qw,state.obj3_x,state.obj3_y,state.obj3_z,state.obj3_qx,state.obj3_qy,state.obj3_qz,state.obj3_qw,action.L_shoulder_pitch_joint.pos,action.L_shoulder_roll_joint.pos,action.L_shoulder_yaw_joint.pos,action.L_elbow_roll_joint.pos,action.L_elbow_yaw_joint.pos,action.L_wrist_pitch_joint.pos,action.L_wrist_roll_joint.pos,action.R_shoulder_pitch_joint.pos,action.R_shoulder_roll_joint.pos,action.R_shoulder_yaw_joint.pos,action.R_elbow_roll_joint.pos,action.R_elbow_yaw_joint.pos,action.R_wrist_pitch_joint.pos,action.R_wrist_roll_joint.pos,action.L_finger1_joint.pos,action.L_finger2_joint.pos,action.R_finger1_joint.pos,action.R_finger2_joint.pos,action.left_gripper_control,action.right_gripper_control
0,10,0.33333334,0,0.09299332,-0.59324026,-1.5958967,-1.896258,1.4001701,-0.00047628576,0.09989628,-0.21950303,-0.5688289,1.480693,-1.8202364,-1.1766886,0.10778879,0.35406104,-0.00039626486,0.0003959266,-0.0010583116,0.0010857111,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.25364572,1.0126685,0.6959271,0.10320655,0.5843061,-0.4045,0.7666249,0.3023154,1.0126686,0.6603308,0.24275562,0.48969683,-0.5150049,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.219835,-0.568848,1.4805554,-1.8202475,-1.1762173,0.10791099,0.35439253,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,11,0.36666667,0,0.09299338,-0.5932403,-1.5958972,-1.8962582,1.4001702,-0.00047653654,0.09989627,-0.23218098,-0.56638414,1.4691603,-1.812634,-1.1543112,0.11853206,0.379513,-0.00039638238,0.00039618232,-0.0010625261,0.0010898049,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.2536457,1.0126685,0.6959271,0.10320634,0.58430606,-0.40450013,0.766625,0.3023154,1.0126686,0.6603313,0.2427547,0.4896959,-0.51500547,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.23251268,-0.56640273,1.4690237,-1.8126436,-1.1538267,0.11865393,0.37984502,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,12,0.4,0,0.092993066,-0.59324026,-1.5958976,-1.8962581,1.4001702,-0.00047671358,0.099896275,-0.24485889,-0.5639397,1.4576275,-1.8050296,-1.1319335,0.12927505,0.40496525,-0.00039646,0.0003962619,-0.0010664664,0.0010936438,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.25364575,1.0126685,0.6959272,0.103206,0.584306,-0.40450016,0.766625,0.3023154,1.0126686,0.6603308,0.2427555,0.4896969,-0.5150049,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.24519037,-0.5639574,1.457492,-1.8050396,-1.1314361,0.12939689,0.4052975,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,13,0.43333334,0,0.092992626,-0.5932404,-1.5958978,-1.8962587,1.40017,-0.0004768313,0.09989625,-0.25753683,-0.5614952,1.4460948,-1.7974267,-1.1095545,0.14001808,0.4304173,-0.0003965196,0.0003961593,-0.0010700461,0.001097048,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973079,0.25364572,1.0126685,0.69592696,0.10320659,0.5843064,-0.40449977,0.766625,0.30231538,1.0126686,0.66033137,0.2427544,0.48969585,-0.5150056,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.25786805,-0.56151205,1.4459603,-1.7974358,-1.1090455,0.14013982,0.43074995,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,14,0.46666667,0,0.092992455,-0.59324044,-1.5958979,-1.8962592,1.4001702,-0.0004770986,0.09989625,-0.27021477,-0.5590507,1.4345618,-1.7898234,-1.0871744,0.15076113,0.4558693,-0.0003971763,0.00039696667,-0.0010738857,0.0011007522,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.2536456,1.0126685,0.69592655,0.103207536,0.58430684,-0.40449962,0.766625,0.30231538,1.0126686,0.66033137,0.24275436,0.48969576,-0.5150057,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.27054572,-0.5590667,1.4344286,-1.7898319,-1.0866549,0.15088277,0.45620242,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,15,0.5,0,0.09299238,-0.59324056,-1.5958985,-1.8962594,1.4001695,-0.00047726752,0.09989627,-0.2828929,-0.55660635,1.4230294,-1.7822206,-1.0647945,0.16150396,0.48132148,-0.0003968756,0.00039667956,-0.001076523,0.0011032046,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.2536457,1.0126685,0.6959268,0.10320734,0.5843067,-0.40449947,0.7666249,0.30231544,1.0126686,0.6603309,0.24275528,0.4896966,-0.5150051,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.28322342,-0.5566214,1.422897,-1.7822279,-1.0642643,0.16162571,0.4816549,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,16,0.53333336,0,0.09299198,-0.5932405,-1.5958992,-1.8962597,1.4001697,-0.0004774612,0.099896245,-0.2955709,-0.5541618,1.4114959,-1.7746173,-1.042413,0.17224668,0.50677353,-0.00039693908,0.000396683,-0.001079135,0.0011055807,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.2536457,1.0126685,0.69592685,0.10320721,0.5843066,-0.40449956,0.766625,0.30231547,1.0126686,0.6603308,0.24275543,0.48969662,-0.5150051,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.29590112,-0.55417603,1.4113653,-1.774624,-1.0418737,0.17236866,0.5071074,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,17,0.56666666,0,0.09299164,-0.59324074,-1.5958993,-1.8962601,1.4001698,-0.00047764473,0.09989624,-0.30824912,-0.5517172,1.3999631,-1.767014,-1.0200293,0.18298927,0.5322258,-0.00039707698,0.0003968456,-0.0010814195,0.0011075954,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.25364572,1.0126685,0.6959268,0.10320718,0.58430654,-0.4044997,0.766625,0.30231547,1.0126686,0.6603315,0.2427541,0.48969573,-0.5150057,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.3085788,-0.5517307,1.3998336,-1.7670201,-1.0194831,0.18311161,0.5325599,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,18,0.6,0,0.09299111,-0.59324086,-1.5958995,-1.8962604,1.4001695,-0.0004777961,0.09989625,-0.32092714,-0.54927254,1.3884304,-1.7594107,-0.997646,0.19373168,0.5576779,-0.00039749447,0.0003972505,-0.001083341,0.0011093679,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.2536457,1.0126685,0.6959268,0.10320718,0.5843068,-0.40449947,0.7666249,0.30231547,1.0126686,0.66033113,0.2427545,0.48969644,-0.5150053,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.32125646,-0.54928535,1.3883018,-1.7594161,-0.9970924,0.19385456,0.5580123,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,19,0.6333333,0,0.09299113,-0.59324116,-1.5959003,-1.8962606,1.4001696,-0.00047793,0.099896334,-0.33360508,-0.54682803,1.3768972,-1.7518084,-0.97526115,0.20447399,0.58313006,-0.00039716365,0.00039690296,-0.0010845879,0.001110428,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973078,0.25364575,1.0126685,0.69592714,0.10320619,0.5843061,-0.40450007,0.7666249,0.3023154,1.0126686,0.6603307,0.24275555,0.48969698,-0.5150048,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.33393416,-0.5468401,1.3767701,-1.7518122,-0.9747018,0.20459749,0.5834648,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,20,0.6666667,0,0.09299045,-0.593241,-1.5959005,-1.8962607,1.4001695,-0.00047816837,0.09989633,-0.34628326,-0.5443835,1.3653635,-1.7442054,-0.95287544,0.21521622,0.6085822,-0.0003970633,0.0003968592,-0.0010856278,0.0011112201,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.25364563,1.0126685,0.6959268,0.10320716,0.5843066,-0.40449962,0.766625,0.3023154,1.0126686,0.6603312,0.24275458,0.4896962,-0.5150054,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.34661186,-0.54439473,1.3652384,-1.7442082,-0.9523112,0.21534044,0.60891724,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,21,0.7,0,0.09299029,-0.5932413,-1.5959009,-1.8962615,1.4001693,-0.0004783476,0.09989633,-0.35896137,-0.54193896,1.35383,-1.736603,-0.9304886,0.22595832,0.6340345,-0.00039702465,0.0003968925,-0.0010862162,0.0011116086,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.5973079,0.2536457,1.0126685,0.6959269,0.10320671,0.5843064,-0.40449983,0.7666249,0.3023155,1.0126686,0.66033125,0.24275453,0.4896963,-0.51500523,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.35928953,-0.5419494,1.3537068,-1.7366043,-0.9299206,0.22608338,0.63436973,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,22,0.73333335,0,0.09298975,-0.59324116,-1.5959021,-1.8962617,1.4001695,-0.0004785019,0.09989633,-0.37163976,-0.53949416,1.3422971,-1.7290001,-0.90810084,0.23670019,0.65948653,-0.00039715588,0.00039707863,-0.0010865626,0.0011116999,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730774,0.25364563,1.0126685,0.69592667,0.10320744,0.5843069,-0.4044994,0.7666249,0.30231535,1.0126686,0.66033113,0.24275468,0.48969632,-0.5150053,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.3719672,-0.53950405,1.3421751,-1.7290004,-0.90753,0.23682633,0.6598222,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,23,0.76666665,0,0.09298941,-0.5932412,-1.5959026,-1.896262,1.4001696,-0.0004786476,0.09989637,-0.3843177,-0.53704953,1.3307637,-1.7213978,-0.8857117,0.24744207,0.6849385,-0.00039648867,0.00039632764,-0.0010862169,0.0011111057,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730774,0.25364572,1.0126686,0.69592696,0.103206925,0.5843065,-0.40449965,0.766625,0.3023154,1.0126686,0.6603308,0.2427555,0.4896969,-0.5150049,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.3846449,-0.5370587,1.3306434,-1.7213964,-0.8851394,0.24756928,0.68527466,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,24,0.8,0,0.09298921,-0.59324145,-1.5959033,-1.8962626,1.4001691,-0.0004787775,0.0998964,-0.39699593,-0.5346049,1.3192302,-1.7137957,-0.8633216,0.2581836,0.71039104,-0.0003964493,0.00039639746,-0.0010855274,0.0011101635,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730774,0.25364572,1.0126686,0.69592685,0.103206925,0.5843065,-0.40449977,0.766625,0.30231538,1.0126686,0.66033137,0.2427544,0.48969585,-0.5150056,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.3973226,-0.5346134,1.3191117,-1.7137926,-0.8627488,0.25831223,0.71072716,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,25,0.8333333,0,0.09298856,-0.5932414,-1.5959035,-1.8962628,1.400169,-0.00047892504,0.09989645,-0.409674,-0.5321601,1.3076961,-1.7061926,-0.8409306,0.26892537,0.73584354,-0.00039623704,0.00039602938,-0.0010846269,0.0011090155,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730786,0.2536457,1.0126685,0.6959269,0.103206754,0.58430654,-0.4044996,0.766625,0.30231538,1.0126686,0.66033137,0.24275436,0.48969576,-0.5150057,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.41000026,-0.53216803,1.30758,-1.7061887,-0.8403582,0.26905516,0.73617965,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
0,26,0.8666667,0,0.09298837,-0.5932419,-1.5959039,-1.8962631,1.4001691,-0.0004791276,0.09989649,-0.42235225,-0.5297154,1.2961634,-1.6985903,-0.81853884,0.27966684,0.76129544,-0.00039665657,0.00039643786,-0.0010837286,0.0011078042,-1.0,-1.0,0.7996553,0.17143407,1.0113456,0.63480127,-0.3114909,0.3122781,-0.6344156,0.709919,0.29775468,1.0113456,0.6488626,-0.2810271,0.28183198,-0.6485151,0.59730774,0.25364572,1.0126686,0.69592685,0.10320686,0.58430654,-0.4044997,0.7666249,0.30231544,1.0126686,0.6603309,0.24275528,0.4896966,-0.5150051,0.09304217,-0.59327245,-1.5959125,-1.8963004,1.4001266,-0.00048203205,0.0998849,-0.42267793,-0.52972275,1.2960483,-1.6985847,-0.8179676,0.27979812,0.7616321,-0.00019308113,0.00019330114,0.00018773686,-0.00018792943,-1.0,-1.0
